,BTCUSDT,ETHUSDT,BNBUSDT,NEOUSDT,LTCUSDT,QTUMUSDT,ADAUSDT,XRPUSDT,TUSDUSDT,IOTAUSDT,XLMUSDT,ONTUSDT,TRXUSDT,ETCUSDT,ICXUSDT,VETUSDT,USDCUSDT,LINKUSDT,ONGUSDT,HOTUSDT,ZILUSDT,ZRXUSDT,FETUSDT,BATUSDT,ZECUSDT,IOSTUSDT,CELRUSDT,DASHUSDT,THETAUSDT,ENJUSDT,ATOMUSDT,TFUELUSDT,ONEUSDT,ALGOUSDT,DOGEUSDT,DUSKUSDT,ANKRUSDT,WINUSDT,COSUSDT,MTLUSDT,DENTUSDT,WANUSDT,FUNUSDT,CVCUSDT,CHZUSDT,BANDUSDT,XTZUSDT,RVNUSDT,HBARUSDT,NKNUSDT,STXUSDT,KAVAUSDT,ARPAUSDT,IOTXUSDT,RLCUSDT,BCHUSDT,FTTUSDT,EURUSDT,OGNUSDT,LSKUSDT,BNTUSDT,MBLUSDT,COTIUSDT,DATAUSDT,SOLUSDT,CTSIUSDT,HIVEUSDT,CHRUSDT,ARDRUSDT,MDTUSDT,KNCUSDT,LRCUSDT,COMPUSDT,SCUSDT,ZENUSDT,SNXUSDT,VTHOUSDT,DGBUSDT,SXPUSDT,DCRUSDT,STORJUSDT,MANAUSDT,YFIUSDT,JSTUSDT,CRVUSDT,SANDUSDT,NMRUSDT,DOTUSDT,LUNAUSDT,RSRUSDT,PAXGUSDT,TRBUSDT,SUSHIUSDT,KSMUSDT,EGLDUSDT,DIAUSDT,RUNEUSDT,FIOUSDT,UMAUSDT,BELUSDT
CELRUSDT,0.6589704691099459,0.7061924173771287,0.6952727315063265,0.7300060631114029,0.7345826462276462,0.820759860397908,0.8286139908001581,0.719533967001885,0.24066121045490238,0.8218740886880919,0.806438658191825,0.817719920663728,0.6113224915638324,0.6434815381557102,0.8481007089856512,0.7936021000719624,-0.04837808428672332,0.7882267244170664,0.7776384656216477,0.6248204732234568,0.8500566941729861,0.6009043527956077,0.5014874342054997,0.4828572440935877,0.3923526323265231,0.8591971889518317,1.0,0.29523434005357213,0.8248708713648052,0.7988498704744403,0.7903788888181672,0.6231423643971312,0.7447383358155321,0.8383060520102559,0.8077191845603335,0.3823708535053602,0.7931856134981851,0.7269761777822943,0.843695393031096,0.8459726542082919,0.7784872709180907,0.6688387322946048,0.6365907502728073,0.8343857906948434,0.7714853109234874,0.8346558317771676,0.4554092847312674,0.4915402659877849,0.7724279948334039,0.804018393498962,0.8051529289860598,0.6483939233549015,0.6774961858644915,0.7905109353109816,0.5379451033750567,0.6899858704680777,0.4759859824991804,-0.17337456879666488,0.7740188303439354,0.8317117560140932,0.8229183556584149,0.6290599347230055,0.6253980851054922,0.7037837627513241,0.749902374659389,0.8096043090784777,0.8327338428441481,0.783732636524755,0.3532421359274608,0.5653402316132867,0.7751516080957729,0.8172038056107567,0.8143346961535707,0.6776200622833523,0.40428743111055016,0.7154440124624444,0.6477587171325012,0.2774026634025688,0.8326465465810634,0.11750060637529582,0.6168072898690499,0.8362143907778553,0.7026015009632216,0.4308637956783866,0.7792280501830139,0.8398101792066928,0.4410826815876241,0.7984578562659526,0.7978014251456291,0.7670266279723901,0.18224765522629108,0.7366934389183274,0.8306164761034515,0.5980259798154808,0.7637103351427301,0.6488339766155684,0.7585086035393305,0.8072854499258323,0.6809384494647694,0.7051746360234403
DASHUSDT,0.37378369316461396,0.3201384545824643,0.3674233676263485,0.25331908084743754,0.22357789076269952,0.29474233712091324,0.3002121383187386,0.26110544798381186,0.061880559957397316,0.2772408547814911,0.2614049837591312,0.20753214249560312,0.21091481060921705,0.24551409005415142,0.3092502599015231,0.24676401508538728,-0.1480322496771673,0.3164436703824847,0.2863386132151392,0.20084939136715768,0.28871967632970136,0.1805656259314654,0.10175711302428765,0.3911780739976524,0.44819301136139655,0.2914947144432904,0.29523434005357213,1.0,0.25532183373440387,0.2573636805754328,0.26703456480212234,0.18560696805957175,0.29289077691922144,0.3026855399024323,0.34508881896258176,0.35690135212075697,0.23469672430500174,0.2687183602966161,0.35292011851100713,0.3220949191314798,0.23084931095867456,0.22568982843771732,0.19443953873164657,0.3033759364760289,0.3162990054626068,0.30218512503914674,0.10529782610809273,0.08831203288760961,0.32152731121022493,0.32676389900683245,0.3037760608110859,0.21439749925868387,0.3203193318376406,0.209418365595747,0.31838533505771516,0.30869563629986146,0.21428476492960244,-0.10915159726452422,0.3830367267965771,0.3398685933239523,0.3571886221467245,0.2538408622283848,0.18530463213491816,0.2868315590936755,0.33116215877789956,0.3743196008663612,0.34069520832817773,0.3501024178211068,0.28771892489073236,0.2922289099785445,0.34195094675181464,0.31591967128605464,0.3062780198506313,0.20873260548987693,0.7111097787073216,0.32684886555332004,0.258468461483509,0.22054037318132289,0.35097523066705605,0.25558152482085505,0.09288256490567671,0.29161174066133233,0.26934199969022704,0.2959375493703735,0.26053411891814565,0.28728330912330413,0.16808419569084035,0.2090646841397142,0.2542750219702554,0.2908373937133075,0.16935373087111963,0.22268929973590848,0.31282390184899467,0.13077807047069198,0.25192687665436564,0.257068581788968,0.3176049849385664,0.3485671986910794,0.25315305850201303,0.3087875220068691
THETAUSDT,0.7375794196235502,0.7501951559605732,0.7821500350374017,0.8496358865508457,0.759778144569623,0.882304524858008,0.8794740167380952,0.7715233295190455,0.2823957120822621,0.8889129070037833,0.8521237182389466,0.8712256043052644,0.7484210473318815,0.6838809151503411,0.912045526141013,0.8563932805021338,-0.023689268756235855,0.8731562848285561,0.8317574282946554,0.6885751138042757,0.8945224599594921,0.6465474490192508,0.6144096833547837,0.5126952776962013,0.3539569442094943,0.9111118007648292,0.8248708713648052,0.25532183373440387,1.0,0.8802477125634217,0.8347062684983235,0.6998171763104037,0.8303883081505196,0.9026493215060587,0.876104909660699,0.4043306393747202,0.8111527519954214,0.7781521725093775,0.9019756710983149,0.8878511376789299,0.8552234663254736,0.72708818832022,0.6829586430866584,0.8966030015664733,0.8800395931252026,0.8900398231835359,0.5190094797782389,0.46598628499793193,0.8338948443462474,0.8720420460997136,0.8649994115467481,0.6990141437979404,0.7095000545273785,0.8597629072299737,0.6329849144812284,0.7338811789082327,0.48482555543790884,-0.18115849125020309,0.8029113658638214,0.8562036416202432,0.8680888089024724,0.6377658463017347,0.6569060093798373,0.7650452137050684,0.8203997487803887,0.8244536449072176,0.8852398779765934,0.8180226724810234,0.3487488358859827,0.6040687852188203,0.8406966662018659,0.8469494202226282,0.8786594597249177,0.7247513685678413,0.3755053341801559,0.7766369399787764,0.709167832971454,0.24074553996908493,0.8957631457666053,0.08537237757479485,0.6390965875298656,0.916819177536583,0.764445716280382,0.5388933603909047,0.8481217791553286,0.9143235563737875,0.49500575121212015,0.868588820942253,0.8706638018058132,0.8565872326026186,0.21959587502023992,0.8079169067040803,0.9198417867153956,0.6675546587405423,0.8279690177821818,0.7134045678640587,0.8357953653503469,0.8816394690354508,0.7466482694978588,0.7388204810748507
ENJUSDT,0.6886623813601997,0.7143170527714878,0.7450096514649649,0.7712758398628082,0.736039414227554,0.8404228734346865,0.852971303134631,0.7206199047968241,0.30715974183385086,0.8583993852648631,0.7917158463833396,0.831423518435571,0.7015233425107446,0.6785979519007241,0.8894746232997454,0.8304196149916121,-0.032427825620913495,0.8430961325940389,0.7946303534718434,0.7129666479522685,0.8921762496405599,0.6230065476999823,0.6442716513072456,0.5427777220348325,0.3926946189735549,0.8546350790480557,0.7988498704744403,0.2573636805754328,0.8802477125634217,1.0,0.8091106168752934,0.6070937772836467,0.823882009001895,0.8581113714722232,0.8361228749092683,0.4508952348186608,0.8284662511877885,0.7586187109211471,0.8738008999601826,0.877788188225013,0.852253726147909,0.7355945800321272,0.6697384108462074,0.8506227248736168,0.8744645187430128,0.8395776792029389,0.46218903622446544,0.46121847964786744,0.7820102200523489,0.8310848550122518,0.835777628191762,0.692308918114952,0.7258495362892871,0.7986322760539869,0.5936953159247175,0.7138712216957788,0.46593951306188797,-0.14606470385885686,0.7853109826997231,0.8331045271128421,0.8127703680298889,0.6065447884278078,0.6285809955157905,0.7807507380566798,0.7732106398885258,0.7981478338320559,0.8488553168498582,0.7891951130915298,0.3217417244192771,0.5439445890095129,0.8020657649838652,0.8050194978858055,0.8453593745871709,0.7812537941370047,0.3407697719068122,0.7550869391159095,0.6382091458232423,0.2617426653811022,0.8701771596222755,0.1483232353861195,0.6927221017990619,0.8880038141920861,0.7384293792608596,0.4741408468617747,0.8153056467496131,0.8848789239889959,0.5301506475452284,0.854874169561325,0.8412085774960945,0.818160471755291,0.16510530142250848,0.7921307765299189,0.8815640011276735,0.6446459291468997,0.8104773246062298,0.649099775117166,0.8060317444215622,0.8545181983313195,0.7475917027865927,0.721036739895338
ATOMUSDT,0.6621856353043827,0.6956394318946715,0.7371219922097407,0.7566173967547021,0.7277590341857827,0.8316564583802978,0.8314796853338432,0.7375307794064796,0.3015755465201577,0.8331794200243596,0.8166863587716071,0.7988642881298026,0.6977712608632665,0.6313729584531094,0.8459509391057748,0.8046112612717332,-0.01886904383782126,0.8080620842890472,0.764704013227232,0.6187537047242412,0.8646021947143897,0.621449777452278,0.6070236029955413,0.49055368368920876,0.3455485565517931,0.8530556485301083,0.7903788888181672,0.26703456480212234,0.8347062684983235,0.8091106168752934,1.0,0.609030987054177,0.7669783077715192,0.8600248238651977,0.8196731705523916,0.396429928562274,0.7645892628033218,0.7358640290054238,0.8216138230288504,0.8430656868583308,0.7913855005192855,0.6541447570042255,0.5854167650039805,0.8360028671227541,0.8115819569835071,0.8278962694557576,0.4458158278682417,0.37384465594836674,0.7854162985406745,0.7886412946244283,0.8028464464028249,0.6725806772368559,0.6746173708425306,0.7725682816344676,0.5545702042554993,0.7487941413447308,0.4926060104626435,-0.12161793030719123,0.7682949647519028,0.7803063247738966,0.8039157867947185,0.610826093738564,0.6144575822767747,0.7337301814119406,0.7534488779003606,0.7692737695479086,0.8642344028320506,0.7625428700892323,0.2706153440473067,0.6090808694277715,0.7682444485727937,0.7961276817744932,0.7952492208028351,0.6717235511293664,0.35391499455413483,0.7198672957094996,0.6245079767880488,0.2540812380572865,0.847829314611805,0.0949165365319031,0.6162422089384595,0.8363664223539031,0.6885206691311188,0.4956306052184898,0.7861705580288265,0.8599007567427184,0.43987078517860395,0.8456718976478949,0.8469387263918222,0.7376604073864594,0.24104041948722674,0.7529644167852436,0.8638365542110187,0.6403229254007092,0.771237767635272,0.6310058310270341,0.7911032523690684,0.8105186913613102,0.7336816896059059,0.7519577593464675
TFUELUSDT,0.5156381511210837,0.5588998101773598,0.5656085798419588,0.5568037640553333,0.513933876176217,0.622128052789007,0.6078681430353978,0.6264964254669487,0.15796325082818535,0.6238127862768613,0.6534493618423463,0.5960408180657676,0.5237141679881041,0.46402335553002,0.6806353660470322,0.6020910859276247,-0.02304048478316316,0.6089798677227148,0.6466757734328459,0.4790453394748238,0.6342421322746565,0.47290473665781707,0.44117121351789,0.36123540391046804,0.24516924125051245,0.6718203620696568,0.6231423643971312,0.18560696805957175,0.6998171763104037,0.6070937772836467,0.609030987054177,1.0,0.6015789616590588,0.6390109966733817,0.6266964374844367,0.2724409724875895,0.5730053486658347,0.6083093581591466,0.6476288621630087,0.6460580085630714,0.6167592089910102,0.5597294798831559,0.4215129784022964,0.6600208852636302,0.6127206916579867,0.6803838475755845,0.4100747383471566,0.39486315739403366,0.6169673527000339,0.649080860136338,0.5966445781658151,0.5083048130764766,0.542211508740323,0.6193900965581465,0.44338970218436674,0.5288727048096148,0.31985683898657014,-0.1664377258879572,0.6101694408934788,0.6496385400893434,0.6312707753106666,0.5146387297014438,0.4676434046929832,0.5721159126917758,0.6158303657232498,0.6292565058657954,0.6789570748761576,0.5983814841286006,0.2733785921950133,0.4518692566760247,0.6452674971777016,0.6031496983315768,0.6291410040474572,0.49818026688116834,0.2330151779071964,0.5384267929274763,0.6867561305824493,0.20214979097599162,0.6617994427182254,0.07386071848425892,0.4139538039299746,0.6316140924939981,0.49300917894115287,0.42113647397149634,0.5719548445855197,0.6405178533226679,0.36757733136279164,0.6056866783903196,0.6537975784980834,0.612967211982708,0.23337355692837602,0.5511557755455472,0.6677782889610412,0.41963726651156313,0.5634637176924154,0.5158940713888753,0.6224976904836426,0.6467206810938808,0.6023919045203275,0.5611802474428391
ONEUSDT,0.7014417302005312,0.71064242287039,0.7314798412642965,0.7319523707293136,0.7016510419508645,0.8268319010039065,0.8197232538423822,0.7047325507137953,0.33638302072317156,0.805858479295382,0.7715336378401126,0.7948760087491117,0.6525732268254956,0.6582688924080646,0.8507013112186855,0.7949779212210892,-0.04478540838184007,0.8123462024568663,0.7944134662315859,0.6736814671065625,0.8540473097979734,0.5611692335829072,0.5945418655293765,0.49667796439674083,0.35707524800446905,0.8438750014588677,0.7447383358155321,0.29289077691922144,0.8303883081505196,0.823882009001895,0.7669783077715192,0.6015789616590588,1.0,0.8542256045272775,0.8356668645157065,0.43279440112323614,0.7453757714111566,0.701631531280634,0.842971047117336,0.8312750965338723,0.7912905152381495,0.6873331629258972,0.6109226885987292,0.8363553434424285,0.8389953942742909,0.8168428411211702,0.4783573093202382,0.43837816860339124,0.7792600636371558,0.792630924698689,0.8308483089990154,0.6779713143019036,0.664225475672335,0.7953288236405528,0.5911160453845934,0.7131485291512404,0.42210890575779825,-0.1615710922267841,0.7683540265708187,0.7994451012025753,0.800713001019201,0.5797477234159467,0.5961698366006087,0.7331507537575971,0.7759233601451223,0.7788772988086029,0.8419106372766239,0.7672317468799071,0.2776295160241451,0.5518976215481867,0.7965351258755491,0.782173684875694,0.8403688787067408,0.7225835287336646,0.36857902720105185,0.7467643802047095,0.6711868512690167,0.24629772748983353,0.8356625905178676,0.1175382885335505,0.5844477957163733,0.8520194655692044,0.6969228072859801,0.46168236769934135,0.804580543839331,0.868383446215146,0.49149775525860284,0.8186497024043392,0.835862421044262,0.7923745970482076,0.24316031120624168,0.697545076063647,0.8556121253124145,0.5904078718101601,0.7899032456281605,0.6197152709446674,0.7942879913633517,0.825989404564305,0.6983171853958782,0.6868012511826854
ALGOUSDT,0.7552614938727398,0.786555428119442,0.8055435208083143,0.8382412891092166,0.7735217955784374,0.920522983108907,0.9086479787998184,0.8171372284801817,0.2981239596028351,0.9020974941166915,0.8880571666904512,0.8808100903548022,0.7483373718924149,0.7212566240639073,0.9268442988201689,0.8927505635730831,-0.06787972522779995,0.900925506563193,0.8382580996209995,0.6631406560110277,0.9163018606121519,0.6369178324991179,0.622904430022692,0.4883046482358266,0.3779854110358452,0.9266961671813408,0.8383060520102559,0.3026855399024323,0.9026493215060587,0.8581113714722232,0.8600248238651977,0.6390109966733817,0.8542256045272775,1.0,0.9154947072324359,0.38127051202881795,0.8201403113008214,0.8072213750290962,0.8946328328875426,0.8981886724676468,0.8488930661666041,0.7335359944205778,0.6844392913793539,0.9068104311891367,0.8641953518280326,0.8931091346955833,0.4907115272799038,0.4570198951653452,0.8599728146074251,0.8496806236935105,0.896365165980186,0.7187337189683578,0.7026072316072866,0.8669154801392595,0.6336450870769235,0.7653814135244823,0.491429837363017,-0.18963155500140516,0.8475858453970664,0.8779900491010593,0.8877847292732758,0.6353332577907511,0.6959681939097199,0.7723292512919359,0.8475159300300603,0.8559316399081595,0.9221766440480083,0.8153536028025493,0.32674112028935015,0.6159082776021507,0.8547791419917617,0.8657909960147037,0.9009716889109065,0.7259398533106307,0.381414986536595,0.7796853262799498,0.7074385955726342,0.2884982518527614,0.9163252583337457,0.07319069003379192,0.6389715124560198,0.9231493322065758,0.789903160313422,0.5399013055676525,0.8918450592246535,0.9334889107543657,0.5194193967270606,0.8691087300637973,0.8816333500292807,0.8491795134107505,0.2642233269688382,0.8009002969903607,0.9276242289650753,0.6388094125078916,0.844874500053134,0.7087321176733302,0.8674319970304776,0.8822409148089402,0.7608086304313311,0.7534435243844237
DOGEUSDT,0.8084724456473144,0.8173805317050249,0.8680392699623014,0.8349420227365811,0.7864621590871191,0.8917323117587791,0.940403500668471,0.8580532839942977,0.2677190218071458,0.8836319895261245,0.8874270869674404,0.850365022254063,0.7742850528155925,0.7196757529941712,0.8927453096890077,0.843170086017632,-0.061915924635473005,0.911401519376201,0.8095806396151739,0.6330088136488756,0.8920883622558157,0.6083272686130755,0.5561740515032694,0.4992399009223935,0.3764051714368005,0.9057870120570732,0.8077191845603335,0.34508881896258176,0.876104909660699,0.8361228749092683,0.8196731705523916,0.6266964374844367,0.8356668645157065,0.9154947072324359,1.0,0.3696699676104668,0.8015326077540285,0.7796057433092916,0.8779918510008752,0.8799616229153396,0.8314068308848479,0.7148967350400711,0.6684916113262687,0.8948791415008284,0.8486472885623527,0.8724736852204769,0.4746656396746329,0.4277840899023146,0.868574767969194,0.8249135075161806,0.8813034893566773,0.6986731759354768,0.6932553248858544,0.8275841752559588,0.6458296492393553,0.7966729287116899,0.5375866722682243,-0.1747916480595305,0.8316458441744359,0.8560232187928518,0.8927127943655182,0.6383992675139128,0.6686665325271206,0.7586733244095257,0.8976851053302454,0.8217814408564179,0.8930089192667098,0.8052352539458718,0.35593474670694925,0.6366242203532486,0.8339858992363943,0.861100614194166,0.887957770362867,0.72222980789037,0.4007038397493851,0.7524880051274077,0.7180762702187035,0.26895199565659983,0.8897126023608536,0.09830853989935782,0.6133383304628528,0.8993541810404119,0.7642697655284484,0.5458173272395358,0.8744429776807818,0.9174125864839822,0.5193891215651683,0.8461892180802536,0.8684979849646436,0.8456073194235363,0.2292972805092847,0.7647075963503542,0.9020296454129487,0.6197935301928524,0.8365661749843,0.6931785896793283,0.8657752795035868,0.8591839015449995,0.710583233172797,0.7614750206141448
DUSKUSDT,0.40677321928247107,0.37317037916592605,0.3877510931407735,0.32462309473534134,0.22185075919507827,0.3804899818341576,0.3595457055790329,0.29395785155586024,0.3389548615275175,0.3933994473912884,0.32124199984833,0.33744595366964797,0.24972931389861122,0.3309827865605078,0.4362103199194412,0.43544406544389636,-0.02403747894386145,0.3838939799264265,0.3846760263823723,0.4047170723982662,0.40563662456924315,0.3434797845298585,0.3207285903523475,0.510878285936081,0.37805565460006874,0.3975285429311904,0.3823708535053602,0.35690135212075697,0.4043306393747202,0.4508952348186608,0.396429928562274,0.2724409724875895,0.43279440112323614,0.38127051202881795,0.3696699676104668,1.0,0.2954009519111051,0.3465886453737268,0.4182005544022322,0.42556795403058284,0.40218682543544493,0.41205574055254773,0.29578869114244505,0.4295454679217233,0.41378000894704686,0.418409194777156,0.1741583536988099,0.2362025339270707,0.3618758904787535,0.4404151776725038,0.38979877668768564,0.3040891351058724,0.4101742087438309,0.3337368341780871,0.41219417182515183,0.3447109630185966,0.16574066230119777,-0.08362178641590173,0.41502716496940006,0.4201577196067695,0.4075889691141428,0.23242905391851304,0.24501231876215607,0.25574112773864227,0.3592245516241358,0.44189104442728955,0.4439382950338684,0.398473216696531,0.1011690347463918,0.24517235713584953,0.43607397738440956,0.42759628898643204,0.40861421458615016,0.45286439573725945,0.4130761625380581,0.44456295140014734,0.28381013537836697,0.1826920563206223,0.46448977926146084,0.2167937493183847,0.197380363901895,0.3980114206380622,0.4004349358636509,0.2940633149400545,0.35630165728792595,0.41422487933591146,0.23861722107484934,0.37601466724331123,0.38108630187592407,0.3548076011506136,-0.037516310034875766,0.31899277497283257,0.4529269289359943,0.31069643625524457,0.2774167873688701,0.3060165887835262,0.45499922826259026,0.4317200811911733,0.37662786607266174,0.3576108370820855
ANKRUSDT,0.6554325321460641,0.6679396559144696,0.6688965973647276,0.7444207282302177,0.8386185140555084,0.8322062887462117,0.843736498791236,0.7180931717644803,0.27166617384704045,0.8177976988667973,0.7919788595237862,0.856033651871255,0.6289766483169188,0.7246899235301406,0.8230385066228418,0.7896090535324398,-0.04644263561653476,0.8032147113651209,0.7638734084203455,0.7203747149553739,0.8431401570450602,0.5842530624404437,0.48096297142264316,0.5091811410529828,0.39146410523788594,0.8424749567860867,0.7931856134981851,0.23469672430500174,0.8111527519954214,0.8284662511877885,0.7645892628033218,0.5730053486658347,0.7453757714111566,0.8201403113008214,0.8015326077540285,0.2954009519111051,1.0,0.7167232981568662,0.8307831194538251,0.8449870343081061,0.7990281797954574,0.6689317451659941,0.5975789806143156,0.8219435498479631,0.7978093763433926,0.8222395154657528,0.3901382595262114,0.47082110243122643,0.7427805047109564,0.7761614501567343,0.811428511570882,0.6207011913654416,0.7419999872745909,0.7996015792506334,0.5398120660395327,0.7164056054608609,0.4909915005647633,-0.11163847106774522,0.7703159606826934,0.8159958991217063,0.7958379788742003,0.6424188437273893,0.7345937301367539,0.7571242308304019,0.7247553589424112,0.7721876674698738,0.8181282923322949,0.7553476244196621,0.32090140653310134,0.5583496745439482,0.773850763287907,0.7892506241353668,0.8092531778147012,0.7483805005147918,0.3441984237865413,0.6904229325314409,0.6292208774120107,0.2351299605314476,0.8219274762578933,0.10293010802275873,0.7798520680085212,0.8568391856350815,0.70213987158087,0.44633010760159886,0.8158490372307304,0.8580246978149381,0.43977550102006985,0.83168389707518,0.8059764670950114,0.8052026584088903,0.21958195492833027,0.7384060234261464,0.835407433145342,0.5910254800879435,0.833510891868075,0.6407046935382872,0.7375167607171877,0.834201732900458,0.7314784000228176,0.6856730735052862
WINUSDT,0.6990008289352232,0.7358938603389643,0.7140431974855838,0.6875732147416579,0.6603701506494783,0.777087924740834,0.7950130484270242,0.7179371191159996,0.189814575737807,0.790649895286834,0.7595479267095082,0.7275763787923786,0.661636288831202,0.5971199336700926,0.8039047781117096,0.7954317456222475,-0.016681311634156343,0.7777641675170605,0.6817868785689528,0.6080349873985693,0.7870460830854392,0.5391435069861599,0.5084107517183806,0.4913628612186999,0.300710051898153,0.7872671747391388,0.7269761777822943,0.2687183602966161,0.7781521725093775,0.7586187109211471,0.7358640290054238,0.6083093581591466,0.701631531280634,0.8072213750290962,0.7796057433092916,0.3465886453737268,0.7167232981568662,1.0,0.763483726415875,0.8061834961513208,0.7271423555055112,0.6579983455340822,0.5841763313854917,0.7921260180860711,0.7601789933951394,0.7797459783600466,0.3252911955735261,0.38513669828887437,0.7526658432226611,0.7763247285207229,0.7749702476338104,0.624228773916891,0.6316823970967073,0.7227636553067527,0.5207635080540143,0.6874009220516386,0.415037262462444,-0.1422807008672392,0.7421930610292372,0.808339394671624,0.7931237219488235,0.5492994660802353,0.6150525248925904,0.7236978197821032,0.7680174185312607,0.7505859086194255,0.8016061574796949,0.6850722936399192,0.2584337763873826,0.5460171609428192,0.7197282755919079,0.7310212125379661,0.7395701986050153,0.62582495590864,0.2954456143151461,0.6788997375870918,0.5789986809800095,0.29350791758392725,0.7736472909285863,0.02199420460970287,0.5178246047797579,0.7760243769812392,0.687487873890942,0.5161058821992572,0.7525635727009752,0.7961478235194642,0.40343785007687466,0.7355580599890257,0.7305385170905966,0.737858353129552,0.20911197800022097,0.7145344394560676,0.7998091143154232,0.5858058979069162,0.6976253346870941,0.6261963791447306,0.7322534315082464,0.7571684146186023,0.6789326110909716,0.6469269219290448
COSUSDT,0.7421452762669097,0.7773483491774206,0.7910371499070334,0.81696580652459,0.7830389211515828,0.9008218432571917,0.8735367396866843,0.7704095941067883,0.32261861855665475,0.8815371605992249,0.8389526013350995,0.8720915763067715,0.699103485157674,0.7000529060280778,0.8983150203958381,0.8218146192787561,-0.01848150634538529,0.8538274503812207,0.8549209041911948,0.664854911040321,0.9003467107376864,0.6393909801469391,0.570345320871166,0.5564219315236822,0.38911808102727924,0.910251714750258,0.843695393031096,0.35292011851100713,0.9019756710983149,0.8738008999601826,0.8216138230288504,0.6476288621630087,0.842971047117336,0.8946328328875426,0.8779918510008752,0.4182005544022322,0.8307831194538251,0.763483726415875,1.0,0.9111192109195099,0.8678825475040038,0.7290974734244499,0.7100574477569845,0.8922868625685282,0.8838248320339016,0.8828639388669504,0.46586958257486866,0.5022721861301713,0.8239157917852759,0.8670788154367972,0.8645530965088929,0.6980980817009869,0.7135772807212741,0.8336780403131543,0.644206529340221,0.723745781679401,0.4845565090431677,-0.16971038625623427,0.8369827974397229,0.8743096319259904,0.8759339061918223,0.6438935827236933,0.6554999565801319,0.7931591292375888,0.8228542279257636,0.8510376537756859,0.8910305269085277,0.8282255513545587,0.3852169221152874,0.5892263811663436,0.853085984663482,0.8498361301978598,0.9015838530262456,0.7168137277676766,0.4258095928913948,0.8010005230209043,0.671379699240851,0.3209734438711175,0.9090436842420213,0.1475263708549944,0.6720915100433047,0.9111949352240412,0.7835175823530323,0.44937682238186505,0.84655319056537,0.9135094986318683,0.4946253782107898,0.8426866791124459,0.8761924686103454,0.8437601425331626,0.24356027131527538,0.8085997322256135,0.9163978369391921,0.6136111900781882,0.8539867282457989,0.7058660768835193,0.8182981999957383,0.9056350866417673,0.7508120575026052,0.7418176770731286
MTLUSDT,0.7339786146730359,0.7818779071168961,0.7775458667178585,0.813192239811951,0.769054757796728,0.9090750599550115,0.889538032302681,0.7959212247709601,0.2906429256270186,0.8979314972316312,0.867940944351344,0.8740314948988337,0.7171553146864602,0.7141511201580392,0.9134483085296163,0.8552078645898832,-0.06865897734652963,0.8653642255495498,0.8306242806120334,0.6730951538798691,0.8995691350020882,0.6520435980798178,0.5828201332391986,0.5787229173005503,0.38474519308745025,0.9233500505903344,0.8459726542082919,0.3220949191314798,0.8878511376789299,0.877788188225013,0.8430656868583308,0.6460580085630714,0.8312750965338723,0.8981886724676468,0.8799616229153396,0.42556795403058284,0.8449870343081061,0.8061834961513208,0.9111192109195099,1.0,0.8584714916986427,0.7523349351157866,0.6660762960813218,0.9060264389384571,0.8752764299523962,0.8961118693562217,0.4714893774116993,0.4773300435120854,0.8323386939975052,0.8787511351093769,0.8748980216451273,0.698327610622536,0.7441535450048983,0.8381917362556683,0.6102509618473742,0.7675984829393852,0.49585097933603517,-0.17351879753310429,0.8643609030725261,0.8916247801303977,0.8807494635179138,0.6467736421846749,0.6849171630639846,0.8075011721513268,0.8282787787251913,0.8678005130970234,0.9001002754337634,0.8359450109025656,0.356617913204202,0.6102683329797224,0.8667327191659374,0.8604007892713038,0.8834578528202524,0.7572609137579009,0.4031981098780907,0.7958001009199737,0.7037849835752451,0.3220433649296512,0.9145928041191668,0.12519448637003422,0.680901110620207,0.9212789519425448,0.7653716781805537,0.4796448651532849,0.8647228954762358,0.9228314646287017,0.5028755398017879,0.8553864875835266,0.8590863077237219,0.851552355927089,0.22724564049990661,0.8068028485100235,0.9092929918042636,0.6568227519832301,0.8456208941982215,0.7312510994173514,0.8320847946407355,0.8821830822815857,0.7786624869111667,0.760704309981942
